Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,Year,Month,YearMonth,DayOfWeek,Hour
537219,85099C,JUMBO BAG STRAWBERRY,3,2011-08-03 18:06:00,2.09,12651,France,6.27,2011,8,2011-08,2,18
537219,22382,LUNCH BAG SPACEBOY DESIGN,14,2011-08-03 18:06:00,1.68,12651,France,23.52,2011,8,2011-08,2,18
537219,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2011-08-03 18:06:00,4.02,12651,France,12.059999999999999,2011,8,2011-08,2,18
538295,22386,JUMBO BAG PINK POLKADOT,17,2011-08-04 10:44:00,2.1,12500,United Kingdom,35.7,2011,8,2011-08,3,10
538295,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,10,2011-08-04 10:44:00,4.19,12500,United Kingdom,41.900000000000006,2011,8,2011-08,3,10
538295,POST,POSTAGE,1,2011-08-04 10:44:00,16.33,12500,United Kingdom,16.33,2011,8,2011-08,3,10
538295,22623,BOX OF VINTAGE JIGSAW BLOCKS,22,2011-08-04 10:44:00,4.8,12500,United Kingdom,105.6,2011,8,2011-08,3,10
538295,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,11,2011-08-04 10:44:00,3.9,12500,United Kingdom,42.9,2011,8,2011-08,3,10
537144,22386,JUMBO BAG PINK POLKADOT,16,2011-08-04 10:58:00,2.07,12647,United Kingdom,33.12,2011,8,2011-08,3,10
537144,22423,REGENCY CAKESTAND 3 TIER,13,2011-08-04 10:58:00,11.58,12647,United Kingdom,150.54,2011,8,2011-08,3,10
537144,22383,LUNCH BAG SUKI DESIGN,8,2011-08-04 10:58:00,1.71,12647,United Kingdom,13.68,2011,8,2011-08,3,10
537144,22748,POPPY'S PLAYHOUSE KITCHEN,9,2011-08-04 10:58:00,1.93,12647,United Kingdom,17.37,2011,8,2011-08,3,10
537144,23298,SPOTTY BUNTING,12,2011-08-04 10:58:00,5.17,12647,United Kingdom,62.04,2011,8,2011-08,3,10
537144,DOT,DOTCOM POSTAGE,8,2011-08-04 10:58:00,13.75,12647,United Kingdom,110.0,2011,8,2011-08,3,10
537144,20725,LUNCH BAG RED RETROSPOT,1,2011-08-04 10:58:00,1.71,12647,United Kingdom,1.71,2011,8,2011-08,3,10
537144,22730,ALARM CLOCK BAKELIKE IVORY,1,2011-08-04 10:58:00,3.6,12647,United Kingdom,3.6,2011,8,2011-08,3,10
537098,22469,HEART OF WICKER SMALL,20,2011-08-04 17:04:00,1.52,12817,France,30.4,2011,8,2011-08,3,17
537098,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2011-08-04 17:04:00,4.8,12817,France,4.8,2011,8,2011-08,3,17
537098,21754,HOME BUILDING BLOCK WORD,2,2011-08-04 17:04:00,5.94,12817,France,11.88,2011,8,2011-08,3,17
537098,22197,POPCORN HOLDER,34,2011-08-04 17:04:00,0.85,12817,France,28.9,2011,8,2011-08,3,17
537098,48187,DOORMAT NEW ENGLAND,9,2011-08-04 17:04:00,7.38,12817,France,66.42,2011,8,2011-08,3,17
537098,23166,MEDIUM CERAMIC TOP STORAGE JAR,1,2011-08-04 17:04:00,1.31,12817,France,1.31,2011,8,2011-08,3,17
536571,22384,LUNCH BAG PINK POLKADOT,1,2011-08-05 15:33:00,1.67,12817,United Kingdom,1.67,2011,8,2011-08,4,15
536571,21754,HOME BUILDING BLOCK WORD,2,2011-08-05 15:33:00,5.72,12817,United Kingdom,11.44,2011,8,2011-08,4,15
536571,22745,POPPY'S PLAYHOUSE BEDROOM,2,2011-08-05 15:33:00,2.15,12817,United Kingdom,4.3,2011,8,2011-08,4,15
536571,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-08-05 15:33:00,5.18,12817,United Kingdom,10.36,2011,8,2011-08,4,15
538331,22727,ALARM CLOCK BAKELIKE RED,14,2011-08-06 09:01:00,3.72,12353,United Kingdom,52.080000000000005,2011,8,2011-08,5,9
536455,22728,ALARM CLOCK BAKELIKE PINK,4,2011-08-06 09:03:00,4.06,12566,United Kingdom,16.24,2011,8,2011-08,5,9
536455,22623,BOX OF VINTAGE JIGSAW BLOCKS,4,2011-08-06 09:03:00,5.44,12566,United Kingdom,21.76,2011,8,2011-08,5,9
536455,22633,HAND WARMER UNION JACK,14,2011-08-06 09:03:00,1.74,12566,United Kingdom,24.36,2011,8,2011-08,5,9
536455,23300,GARDENERS KNEELING PAD CUP OF TEA,19,2011-08-06 09:03:00,1.94,12566,United Kingdom,36.86,2011,8,2011-08,5,9
537470,85099B,JUMBO BAG RED RETROSPOT,8,2011-08-06 09:37:00,1.93,12432,United Kingdom,15.44,2011,8,2011-08,5,9
537863,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-08-06 11:58:00,3.51,12543,Poland,17.549999999999997,2011,8,2011-08,5,11
536869,47566,PARTY BUNTING,2,2011-08-06 12:28:00,5.32,12545,United Kingdom,10.64,2011,8,2011-08,5,12
536869,22384,LUNCH BAG PINK POLKADOT,4,2011-08-06 12:28:00,1.79,12545,United Kingdom,7.16,2011,8,2011-08,5,12
536869,22728,ALARM CLOCK BAKELIKE PINK,1,2011-08-06 12:28:00,3.47,12545,United Kingdom,3.47,2011,8,2011-08,5,12
536880,22730,ALARM CLOCK BAKELIKE IVORY,2,2011-08-06 17:20:00,3.79,12347,United Kingdom,7.58,2011,8,2011-08,5,17
536880,M,MANUAL,6,2011-08-06 17:20:00,0.0,12347,United Kingdom,0.0,2011,8,2011-08,5,17
536880,22197,POPCORN HOLDER,15,2011-08-06 17:20:00,0.78,12347,United Kingdom,11.700000000000001,2011,8,2011-08,5,17
536880,22382,LUNCH BAG SPACEBOY DESIGN,24,2011-08-06 17:20:00,1.62,12347,United Kingdom,38.88,2011,8,2011-08,5,17
536880,48187,DOORMAT NEW ENGLAND,1,2011-08-06 17:20:00,7.87,12347,United Kingdom,7.87,2011,8,2011-08,5,17
536880,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,2011-08-06 17:20:00,4.54,12347,United Kingdom,9.08,2011,8,2011-08,5,17
536880,21755,LOVE BUILDING BLOCK WORD,1,2011-08-06 17:20:00,5.49,12347,United Kingdom,5.49,2011,8,2011-08,5,17
536880,23084,RABBIT NIGHT LIGHT,5,2011-08-06 17:20:00,1.98,12347,United Kingdom,9.9,2011,8,2011-08,5,17
536443,85099B,JUMBO BAG RED RETROSPOT,8,2011-08-07 00:02:00,1.91,12524,United Kingdom,15.28,2011,8,2011-08,6,0
536443,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,3,2011-08-07 00:02:00,3.93,12524,United Kingdom,11.790000000000001,2011,8,2011-08,6,0
536736,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-08-07 09:03:00,3.41,12379,United Kingdom,6.82,2011,8,2011-08,6,9
537944,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-08-07 09:29:00,4.4,12777,United Kingdom,4.4,2011,8,2011-08,6,9
537944,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2011-08-07 09:29:00,1.74,12777,United Kingdom,12.18,2011,8,2011-08,6,9
537107,22835,HOT WATER BOTTLE I AM SO POORLY,11,2011-08-08 11:26:00,4.74,12821,United Kingdom,52.14,2011,8,2011-08,0,11
537107,22622,BOX OF VINTAGE ALPHABET BLOCKS,14,2011-08-08 11:26:00,4.88,12821,United Kingdom,68.32,2011,8,2011-08,0,11
537107,22469,HEART OF WICKER SMALL,3,2011-08-08 11:26:00,1.8,12821,United Kingdom,5.4,2011,8,2011-08,0,11
536963,20727,LUNCH BAG BLACK SKULL,1,2011-08-08 12:40:00,1.79,12745,Italy,1.79,2011,8,2011-08,0,12
537649,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-08-08 14:55:00,3.68,12651,United Kingdom,3.68,2011,8,2011-08,0,14
537649,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,8,2011-08-08 14:55:00,4.47,12651,United Kingdom,35.76,2011,8,2011-08,0,14
537649,22423,REGENCY CAKESTAND 3 TIER,4,2011-08-08 14:55:00,12.45,12651,United Kingdom,49.8,2011,8,2011-08,0,14
537649,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2011-08-08 14:55:00,3.78,12651,United Kingdom,7.56,2011,8,2011-08,0,14
537268,21212,PACK OF 72 RETROSPOT CAKE CASES,23,2011-08-09 08:36:00,0.55,12572,United Kingdom,12.65,2011,8,2011-08,1,8
537268,23167,SMALL CERAMIC TOP STORAGE JAR,54,2011-08-09 08:36:00,0.81,12572,United Kingdom,43.74,2011,8,2011-08,1,8
536490,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2011-08-09 11:54:00,5.16,12407,France,5.16,2011,8,2011-08,1,11
536490,23298,SPOTTY BUNTING,1,2011-08-09 11:54:00,5.39,12407,France,5.39,2011,8,2011-08,1,11
536490,21754,HOME BUILDING BLOCK WORD,3,2011-08-09 11:54:00,5.93,12407,France,17.79,2011,8,2011-08,1,11
536490,23166,MEDIUM CERAMIC TOP STORAGE JAR,14,2011-08-09 11:54:00,1.29,12407,France,18.060000000000002,2011,8,2011-08,1,11
536490,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-08-09 11:54:00,7.01,12407,France,28.04,2011,8,2011-08,1,11
537776,22423,REGENCY CAKESTAND 3 TIER,18,2011-08-09 15:37:00,11.61,12821,Belgium,208.98,2011,8,2011-08,1,15
537733,22726,ALARM CLOCK BAKELIKE GREEN,7,2011-08-10 06:08:00,4.04,12553,United Kingdom,28.28,2011,8,2011-08,2,6
537733,23298,SPOTTY BUNTING,7,2011-08-10 06:08:00,5.15,12553,United Kingdom,36.050000000000004,2011,8,2011-08,2,6
537733,20727,LUNCH BAG BLACK SKULL,1,2011-08-10 06:08:00,1.75,12553,United Kingdom,1.75,2011,8,2011-08,2,6
537537,20727,LUNCH BAG BLACK SKULL,2,2011-08-10 07:04:00,1.69,12821,EIRE,3.38,2011,8,2011-08,2,7
536698,M,MANUAL,5,2011-08-10 08:28:00,0.0,12500,United Kingdom,0.0,2011,8,2011-08,2,8
536698,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,19,2011-08-10 08:28:00,3.75,12500,United Kingdom,71.25,2011,8,2011-08,2,8
536698,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-08-10 08:28:00,2.26,12500,United Kingdom,2.26,2011,8,2011-08,2,8
536698,85099B,JUMBO BAG RED RETROSPOT,7,2011-08-10 08:28:00,2.07,12500,United Kingdom,14.489999999999998,2011,8,2011-08,2,8
536698,20727,LUNCH BAG BLACK SKULL,1,2011-08-10 08:28:00,1.7,12500,United Kingdom,1.7,2011,8,2011-08,2,8
536698,23298,SPOTTY BUNTING,7,2011-08-10 08:28:00,5.13,12500,United Kingdom,35.91,2011,8,2011-08,2,8
536608,22384,LUNCH BAG PINK POLKADOT,1,2011-08-10 09:06:00,1.62,12821,United Kingdom,1.62,2011,8,2011-08,2,9
536608,22730,ALARM CLOCK BAKELIKE IVORY,2,2011-08-10 09:06:00,3.41,12821,United Kingdom,6.82,2011,8,2011-08,2,9
536608,22310,PANTRY MAGNETIC SHOPPING LIST,1,2011-08-10 09:06:00,1.99,12821,United Kingdom,1.99,2011,8,2011-08,2,9
536737,DOT,DOTCOM POSTAGE,18,2011-08-10 12:38:00,15.79,12434,United Kingdom,284.21999999999997,2011,8,2011-08,2,12
536737,22386,JUMBO BAG PINK POLKADOT,5,2011-08-10 12:38:00,1.83,12434,United Kingdom,9.15,2011,8,2011-08,2,12
536737,21755,LOVE BUILDING BLOCK WORD,7,2011-08-10 12:38:00,6.1,12434,United Kingdom,42.699999999999996,2011,8,2011-08,2,12
536737,22198,SMALL HEART FLOWERS HOOK,63,2011-08-10 12:38:00,0.89,12434,United Kingdom,56.07,2011,8,2011-08,2,12
537314,22730,ALARM CLOCK BAKELIKE IVORY,9,2011-08-10 15:35:00,3.8,12840,United Kingdom,34.199999999999996,2011,8,2011-08,2,15
537542,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,3,2011-08-10 15:58:00,4.45,12740,United Kingdom,13.350000000000001,2011,8,2011-08,2,15
537683,22386,JUMBO BAG PINK POLKADOT,7,2011-08-10 17:43:00,1.89,12387,United Kingdom,13.229999999999999,2011,8,2011-08,2,17
537683,22632,HAND WARMER RED POLKA DOT,1,2011-08-10 17:43:00,1.68,12387,United Kingdom,1.68,2011,8,2011-08,2,17
537683,22727,ALARM CLOCK BAKELIKE RED,4,2011-08-10 17:43:00,4.03,12387,United Kingdom,16.12,2011,8,2011-08,2,17
536692,22835,HOT WATER BOTTLE I AM SO POORLY,11,2011-08-11 08:07:00,5.01,12741,United Kingdom,55.11,2011,8,2011-08,3,8
536692,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,1,2011-08-11 08:07:00,4.31,12741,United Kingdom,4.31,2011,8,2011-08,3,8
536602,POST,POSTAGE,10,2011-08-11 09:20:00,18.45,12701,United Kingdom,184.5,2011,8,2011-08,3,9
537023,20725,LUNCH BAG RED RETROSPOT,2,2011-08-11 09:58:00,1.52,12472,United Kingdom,3.04,2011,8,2011-08,3,9
537288,20725,LUNCH BAG RED RETROSPOT,8,2011-08-11 12:43:00,1.55,12572,United Kingdom,12.4,2011,8,2011-08,3,12
537288,22633,HAND WARMER UNION JACK,6,2011-08-11 12:43:00,1.9,12572,United Kingdom,11.399999999999999,2011,8,2011-08,3,12
537288,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2011-08-11 12:43:00,1.93,12572,United Kingdom,1.93,2011,8,2011-08,3,12
537288,22386,JUMBO BAG PINK POLKADOT,3,2011-08-11 12:43:00,2.03,12572,United Kingdom,6.09,2011,8,2011-08,3,12
537288,71053,WHITE METAL LANTERN,2,2011-08-11 12:43:00,3.37,12572,United Kingdom,6.74,2011,8,2011-08,3,12
538334,22197,POPCORN HOLDER,53,2011-08-11 14:13:00,0.9,12496,United Kingdom,47.7,2011,8,2011-08,3,14
538334,23166,MEDIUM CERAMIC TOP STORAGE JAR,9,2011-08-11 14:13:00,1.32,12496,United Kingdom,11.88,2011,8,2011-08,3,14
538334,20725,LUNCH BAG RED RETROSPOT,20,2011-08-11 14:13:00,1.57,12496,United Kingdom,31.400000000000002,2011,8,2011-08,3,14
537606,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-08-11 18:36:00,2.66,12447,United Kingdom,15.96,2011,8,2011-08,3,18
536586,22633,HAND WARMER UNION JACK,20,2011-08-12 10:03:00,1.99,12539,Germany,39.8,2011,8,2011-08,4,10
536586,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2011-08-12 10:03:00,3.75,12539,Germany,7.5,2011,8,2011-08,4,10
536586,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2011-08-12 10:03:00,2.05,12539,Germany,2.05,2011,8,2011-08,4,10
536586,21754,HOME BUILDING BLOCK WORD,21,2011-08-12 10:03:00,5.74,12539,Germany,120.54,2011,8,2011-08,4,10
536586,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-08-12 10:03:00,5.36,12539,Germany,10.72,2011,8,2011-08,4,10
536397,22633,HAND WARMER UNION JACK,12,2011-08-12 10:57:00,1.82,12502,Spain,21.84,2011,8,2011-08,4,10
536397,23298,SPOTTY BUNTING,4,2011-08-12 10:57:00,5.34,12502,Spain,21.36,2011,8,2011-08,4,10
536397,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2011-08-12 10:57:00,4.72,12502,Spain,4.72,2011,8,2011-08,4,10
536397,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,4,2011-08-12 10:57:00,4.26,12502,Spain,17.04,2011,8,2011-08,4,10
536397,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-08-12 10:57:00,4.03,12502,Spain,4.03,2011,8,2011-08,4,10
538258,21777,RECIPE BOX WITH METAL HEART,1,2011-08-12 12:32:00,8.61,12480,United Kingdom,8.61,2011,8,2011-08,4,12
538258,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1,2011-08-12 12:32:00,4.54,12480,United Kingdom,4.54,2011,8,2011-08,4,12
538258,85099B,JUMBO BAG RED RETROSPOT,2,2011-08-12 12:32:00,2.0,12480,United Kingdom,4.0,2011,8,2011-08,4,12
538258,22726,ALARM CLOCK BAKELIKE GREEN,5,2011-08-12 12:32:00,3.69,12480,United Kingdom,18.45,2011,8,2011-08,4,12
538258,21754,HOME BUILDING BLOCK WORD,19,2011-08-12 12:32:00,5.46,12480,United Kingdom,103.74,2011,8,2011-08,4,12
538258,21755,LOVE BUILDING BLOCK WORD,3,2011-08-12 12:32:00,6.38,12480,United Kingdom,19.14,2011,8,2011-08,4,12
538258,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,1,2011-08-12 12:32:00,4.13,12480,United Kingdom,4.13,2011,8,2011-08,4,12
537616,22197,POPCORN HOLDER,5,2011-08-12 16:05:00,0.88,12455,United Kingdom,4.4,2011,8,2011-08,4,16
537616,23298,SPOTTY BUNTING,11,2011-08-12 16:05:00,5.2,12455,United Kingdom,57.2,2011,8,2011-08,4,16
537616,23084,RABBIT NIGHT LIGHT,20,2011-08-12 16:05:00,1.81,12455,United Kingdom,36.2,2011,8,2011-08,4,16
536439,POST,POSTAGE,1,2011-08-12 17:52:00,19.75,12368,United Kingdom,19.75,2011,8,2011-08,4,17
536439,71053,WHITE METAL LANTERN,4,2011-08-12 17:52:00,3.08,12368,United Kingdom,12.32,2011,8,2011-08,4,17
536439,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,19,2011-08-12 17:52:00,4.0,12368,United Kingdom,76.0,2011,8,2011-08,4,17
538228,22726,ALARM CLOCK BAKELIKE GREEN,11,2011-08-13 08:04:00,3.71,12572,Norway,40.81,2011,8,2011-08,5,8
538228,85099B,JUMBO BAG RED RETROSPOT,4,2011-08-13 08:04:00,1.94,12572,Norway,7.76,2011,8,2011-08,5,8
538228,22727,ALARM CLOCK BAKELIKE RED,8,2011-08-13 08:04:00,4.01,12572,Norway,32.08,2011,8,2011-08,5,8
538228,20725,LUNCH BAG RED RETROSPOT,4,2011-08-13 08:04:00,1.63,12572,Norway,6.52,2011,8,2011-08,5,8
538215,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-08-13 08:43:00,2.01,12500,United Kingdom,2.01,2011,8,2011-08,5,8
538215,22386,JUMBO BAG PINK POLKADOT,11,2011-08-13 08:43:00,1.82,12500,United Kingdom,20.02,2011,8,2011-08,5,8
538215,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2011-08-13 08:43:00,0.53,12500,United Kingdom,3.71,2011,8,2011-08,5,8
538215,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2011-08-13 08:43:00,3.34,12500,United Kingdom,63.459999999999994,2011,8,2011-08,5,8
538215,21730,GLASS STAR FROSTED T-LIGHT HOLDER,19,2011-08-13 08:43:00,4.67,12500,United Kingdom,88.73,2011,8,2011-08,5,8
538194,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,3,2011-08-13 11:41:00,3.86,12531,United Kingdom,11.58,2011,8,2011-08,5,11
538194,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,3,2011-08-13 11:41:00,3.92,12531,United Kingdom,11.76,2011,8,2011-08,5,11
538194,85099C,JUMBO BAG STRAWBERRY,9,2011-08-13 11:41:00,1.77,12531,United Kingdom,15.93,2011,8,2011-08,5,11
538194,22198,SMALL HEART FLOWERS HOOK,3,2011-08-13 11:41:00,0.78,12531,United Kingdom,2.34,2011,8,2011-08,5,11
538194,22622,BOX OF VINTAGE ALPHABET BLOCKS,5,2011-08-13 11:41:00,4.62,12531,United Kingdom,23.1,2011,8,2011-08,5,11
538194,22728,ALARM CLOCK BAKELIKE PINK,2,2011-08-13 11:41:00,3.48,12531,United Kingdom,6.96,2011,8,2011-08,5,11
536764,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-08-13 11:52:00,3.02,12572,United Kingdom,12.08,2011,8,2011-08,5,11
536764,22198,SMALL HEART FLOWERS HOOK,6,2011-08-13 11:52:00,0.9,12572,United Kingdom,5.4,2011,8,2011-08,5,11
536764,23167,SMALL CERAMIC TOP STORAGE JAR,4,2011-08-13 11:52:00,0.82,12572,United Kingdom,3.28,2011,8,2011-08,5,11
536764,21212,PACK OF 72 RETROSPOT CAKE CASES,36,2011-08-13 11:52:00,0.55,12572,United Kingdom,19.8,2011,8,2011-08,5,11
536764,21755,LOVE BUILDING BLOCK WORD,4,2011-08-13 11:52:00,6.18,12572,United Kingdom,24.72,2011,8,2011-08,5,11
536764,22622,BOX OF VINTAGE ALPHABET BLOCKS,5,2011-08-13 11:52:00,4.79,12572,United Kingdom,23.95,2011,8,2011-08,5,11
536764,23298,SPOTTY BUNTING,3,2011-08-13 11:52:00,5.23,12572,United Kingdom,15.690000000000001,2011,8,2011-08,5,11
536764,23084,RABBIT NIGHT LIGHT,6,2011-08-13 11:52:00,1.8,12572,United Kingdom,10.8,2011,8,2011-08,5,11
536764,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-08-13 11:52:00,1.6,12572,United Kingdom,8.0,2011,8,2011-08,5,11
536764,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-08-13 11:52:00,7.15,12572,United Kingdom,71.5,2011,8,2011-08,5,11
537211,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2011-08-13 12:40:00,1.64,12426,United Kingdom,16.4,2011,8,2011-08,5,12
537723,21755,LOVE BUILDING BLOCK WORD,1,2011-08-14 10:03:00,6.08,12839,United Kingdom,6.08,2011,8,2011-08,6,10
537723,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-08-14 10:03:00,3.38,12839,United Kingdom,13.52,2011,8,2011-08,6,10
538360,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-08-14 19:09:00,8.04,12702,United Kingdom,8.04,2011,8,2011-08,6,19
537536,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-08-15 16:35:00,3.87,12609,United Kingdom,7.74,2011,8,2011-08,0,16
537536,23298,SPOTTY BUNTING,3,2011-08-15 16:35:00,4.51,12609,United Kingdom,13.53,2011,8,2011-08,0,16
537536,22748,POPPY'S PLAYHOUSE KITCHEN,4,2011-08-15 16:35:00,2.02,12609,United Kingdom,8.08,2011,8,2011-08,0,16
537814,48187,DOORMAT NEW ENGLAND,16,2011-08-16 10:44:00,8.36,12487,United Kingdom,133.76,2011,8,2011-08,1,10
537814,22727,ALARM CLOCK BAKELIKE RED,2,2011-08-16 10:44:00,4.08,12487,United Kingdom,8.16,2011,8,2011-08,1,10
537814,22633,HAND WARMER UNION JACK,1,2011-08-16 10:44:00,1.8,12487,United Kingdom,1.8,2011,8,2011-08,1,10
537650,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,1,2011-08-16 13:03:00,3.87,12792,United Kingdom,3.87,2011,8,2011-08,1,13
537650,22748,POPPY'S PLAYHOUSE KITCHEN,9,2011-08-16 13:03:00,2.11,12792,United Kingdom,18.99,2011,8,2011-08,1,13
537650,22310,PANTRY MAGNETIC SHOPPING LIST,16,2011-08-16 13:03:00,2.01,12792,United Kingdom,32.16,2011,8,2011-08,1,13
537650,22383,LUNCH BAG SUKI DESIGN,4,2011-08-16 13:03:00,1.59,12792,United Kingdom,6.36,2011,8,2011-08,1,13
537650,23300,GARDENERS KNEELING PAD CUP OF TEA,23,2011-08-16 13:03:00,2.02,12792,United Kingdom,46.46,2011,8,2011-08,1,13
537650,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2011-08-16 13:03:00,1.82,12792,United Kingdom,12.74,2011,8,2011-08,1,13
536640,21777,RECIPE BOX WITH METAL HEART,6,2011-08-16 13:40:00,8.65,12383,United Kingdom,51.900000000000006,2011,8,2011-08,1,13
536750,22730,ALARM CLOCK BAKELIKE IVORY,16,2011-08-17 02:45:00,3.44,12363,United Kingdom,55.04,2011,8,2011-08,2,2
536750,22469,HEART OF WICKER SMALL,7,2011-08-17 02:45:00,1.6,12363,United Kingdom,11.200000000000001,2011,8,2011-08,2,2
536750,22835,HOT WATER BOTTLE I AM SO POORLY,10,2011-08-17 02:45:00,5.39,12363,United Kingdom,53.9,2011,8,2011-08,2,2
536750,22386,JUMBO BAG PINK POLKADOT,2,2011-08-17 02:45:00,2.08,12363,United Kingdom,4.16,2011,8,2011-08,2,2
536750,21777,RECIPE BOX WITH METAL HEART,4,2011-08-17 02:45:00,8.61,12363,United Kingdom,34.44,2011,8,2011-08,2,2
536750,71053,WHITE METAL LANTERN,1,2011-08-17 02:45:00,3.69,12363,United Kingdom,3.69,2011,8,2011-08,2,2
536747,20727,LUNCH BAG BLACK SKULL,16,2011-08-17 07:09:00,1.7,12653,United Kingdom,27.2,2011,8,2011-08,2,7
536747,22384,LUNCH BAG PINK POLKADOT,17,2011-08-17 07:09:00,1.69,12653,United Kingdom,28.73,2011,8,2011-08,2,7
537071,47566,PARTY BUNTING,1,2011-08-17 12:07:00,4.57,12659,United Kingdom,4.57,2011,8,2011-08,2,12
537071,22730,ALARM CLOCK BAKELIKE IVORY,1,2011-08-17 12:07:00,3.7,12659,United Kingdom,3.7,2011,8,2011-08,2,12
537071,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2011-08-17 12:07:00,1.61,12659,United Kingdom,8.05,2011,8,2011-08,2,12
538087,23084,RABBIT NIGHT LIGHT,13,2011-08-18 08:30:00,1.97,12742,United Kingdom,25.61,2011,8,2011-08,3,8
538087,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-08-18 08:30:00,3.48,12742,United Kingdom,3.48,2011,8,2011-08,3,8
538087,22310,PANTRY MAGNETIC SHOPPING LIST,9,2011-08-18 08:30:00,1.96,12742,United Kingdom,17.64,2011,8,2011-08,3,8
538087,22423,REGENCY CAKESTAND 3 TIER,1,2011-08-18 08:30:00,13.64,12742,United Kingdom,13.64,2011,8,2011-08,3,8
538087,85099C,JUMBO BAG STRAWBERRY,4,2011-08-18 08:30:00,1.87,12742,United Kingdom,7.48,2011,8,2011-08,3,8
538087,22632,HAND WARMER RED POLKA DOT,9,2011-08-18 08:30:00,1.7,12742,United Kingdom,15.299999999999999,2011,8,2011-08,3,8
536497,23084,RABBIT NIGHT LIGHT,9,2011-08-18 11:27:00,1.73,12736,EIRE,15.57,2011,8,2011-08,3,11
537826,M,MANUAL,1,2011-08-20 03:29:00,0.0,12828,United Kingdom,0.0,2011,8,2011-08,5,3
537360,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,2011-08-21 10:12:00,4.88,12399,United Kingdom,9.76,2011,8,2011-08,6,10
537360,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,8,2011-08-21 10:12:00,4.1,12399,United Kingdom,32.8,2011,8,2011-08,6,10
537360,22633,HAND WARMER UNION JACK,16,2011-08-21 10:12:00,1.9,12399,United Kingdom,30.4,2011,8,2011-08,6,10
537360,22310,PANTRY MAGNETIC SHOPPING LIST,20,2011-08-21 10:12:00,2.03,12399,United Kingdom,40.599999999999994,2011,8,2011-08,6,10
537360,POST,POSTAGE,1,2011-08-21 10:12:00,18.95,12399,United Kingdom,18.95,2011,8,2011-08,6,10
537360,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-08-21 10:12:00,3.23,12399,United Kingdom,3.23,2011,8,2011-08,6,10
537360,22835,HOT WATER BOTTLE I AM SO POORLY,10,2011-08-21 10:12:00,5.27,12399,United Kingdom,52.699999999999996,2011,8,2011-08,6,10
537360,22197,POPCORN HOLDER,1,2011-08-21 10:12:00,0.77,12399,United Kingdom,0.77,2011,8,2011-08,6,10
537931,22720,SET OF 3 CAKE TINS PANTRY DESIGN,17,2011-08-21 10:26:00,4.64,12624,United Kingdom,78.88,2011,8,2011-08,6,10
